devAddr,deduplicationId,time,deviceInfo.deviceClassEnabled,deviceInfo.tenantName,deviceInfo.deviceName,deviceInfo.devEui,deviceInfo.tags.Description,deviceInfo.tags.Address,data,fPort,confirmed,adr,dr,batteryLevel,margin,co2_decoded,temperature_decoded,humidity_decoded,latitude,longitude,description
01f5c530,859424a4-403d-4864-bf3f-b4b4f1c04274,2024-11-15T20:58:07.958+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2oAQZzIBwDZzYBBGgz,85,FALSE,TRUE,5,,,,,51.0,-17.3844962748556,-66.1353062672603,
019a6028,939363ff-4328-44ef-9910-88c676ecf666,2024-11-15T21:04:50.043+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX1qAQZzDB0DZwkBBGhB,85,FALSE,TRUE,5,,,,,65.0,-17.39376724156353,-66.15695114772511,
01f5c530,84935cda-13a8-4a06-ab69-49e2c1fd8918,2024-11-15T21:13:09.782+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2QAQZzIBwDZyEBBGg2,85,FALSE,TRUE,5,,,,,54.0,-17.3844962748556,-66.1353062672603,
019a6028,303b2e27-718b-4655-8500-76823a2a6389,2024-11-15T21:19:51.840+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX1wAQZzDh0DZwkBBGg/,85,FALSE,TRUE,5,,,,,63.0,-17.39376724156353,-66.15695114772511,
01f5c530,050393ba-73e0-439a-852e-4ecb9f2d4cbb,2024-11-15T21:28:11.575+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2hAQZzIhwDZ/0ABGg/,85,FALSE,TRUE,5,,,,,63.0,-17.3844962748556,-66.1353062672603,
009ad009,58feede8-4532-48d7-8988-956d69882646,2024-11-15T21:34:06.168+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,/wv//wEB,85,FALSE,TRUE,2,,,,,,-17.37644968114509,-66.14582576924013,
009ad009,28a9eede-8ed8-4574-9dcd-161c07a28518,2024-11-15T21:34:13.077+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,/xZhJtN2UAdgAQ==,85,FALSE,TRUE,2,,,,,,-17.37644968114509,-66.14582576924013,
009ad009,211962b3-3965-4ba1-8667-90e1c9d4008c,2024-11-15T21:34:30.783+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,/wkCEP8KAQY=,85,FALSE,TRUE,5,,,,,,-17.37644968114509,-66.14582576924013,
009ad009,a786831d-6c12-4422-b18b-115e618cb777,2024-11-15T21:34:50.683+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,AXViBX2mAQZz8xwDZxUBBGg6,85,FALSE,TRUE,5,,,,,58.0,-17.37644968114509,-66.14582576924013,
019a6028,807933d3-5057-4c99-a32a-fbb9a18cf2fd,2024-11-15T21:34:53.644+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX15AQZzDh0DZw8BBGg9,85,FALSE,TRUE,5,,,,,61.0,-17.39376724156353,-66.15695114772511,
01f5c530,541aa8b2-8725-43db-b624-71f9af123ef1,2024-11-15T21:43:13.400+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2eAQZzIxwDZ/oABGg/,85,FALSE,TRUE,5,,,,,63.0,-17.3844962748556,-66.1353062672603,
009ad009,db32d078-0916-48be-9981-0b14955549e1,2024-11-15T21:45:08.574+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,BX2qAQZz9BwDZwgBBGg8,85,FALSE,TRUE,5,,,,,60.0,-17.37644968114509,-66.14582576924013,
019a6028,c205de34-7324-4f32-8273-e7dabf5d4df9,2024-11-15T21:49:55.443+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX12AQZzEB0DZwQBBGg/,85,FALSE,TRUE,5,,,,,63.0,-17.39376724156353,-66.15695114772511,
01f5c530,8350b7e3-ee43-4a51-8519-301318f0bd15,2024-11-15T21:58:15.180+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2kAQZzJhwDZ+QABGhH,85,FALSE,TRUE,5,,,,,71.0,-17.3844962748556,-66.1353062672603,
009ad009,02df6aad-c8fe-4521-86ac-838cb1a70fab,2024-11-15T22:00:10.390+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,BX2TAQZz9hwDZ/sABGhC,85,FALSE,TRUE,5,,,,,66.0,-17.37644968114509,-66.14582576924013,
019a6028,535b24b7-8e31-423b-afb4-a15c99fc4030,2024-11-15T22:04:57.230+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX19AQZzEh0DZ/oABGhE,85,FALSE,TRUE,5,,,,,68.0,-17.39376724156353,-66.15695114772511,
01f5c530,c28456b3-3cd8-4b65-abea-6fc85a3c9b18,2024-11-15T22:13:16.991+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2jAQZzJxwDZ9gABGhM,85,FALSE,TRUE,5,,,,,76.0,-17.3844962748556,-66.1353062672603,
009ad009,4b0584a2-2ebc-4f11-b53f-537a83e1239a,2024-11-15T22:15:12.166+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,BX2wAQZz+hwDZ/EABGhF,85,FALSE,TRUE,5,,,,,69.0,-17.37644968114509,-66.14582576924013,
01f5c530,08410220-032d-4127-8d4f-c1f1de91bd9d,2024-11-15T22:28:18.827+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2kAQZzKhwDZ9MABGhO,85,FALSE,TRUE,5,,,,,78.0,-17.3844962748556,-66.1353062672603,
009ad009,c47abf9f-bc51-4581-b4cf-585f260c9351,2024-11-15T22:30:13.941+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,BX2aAQZz/BwDZ+oABGhH,85,FALSE,TRUE,5,,,,,71.0,-17.37644968114509,-66.14582576924013,
019a6028,d45ddf98-5030-4a6b-80ac-c8a0673610d8,2024-11-15T22:35:00.844+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX1iAQZzGR0DZ+0ABGhH,85,FALSE,TRUE,5,,,,,71.0,-17.39376724156353,-66.15695114772511,
01f5c530,c96266ee-a3ae-40cd-a695-f4a6a1975dcc,2024-11-15T22:43:20.608+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2vAQZzLxwDZ8wABGhS,85,FALSE,TRUE,5,,,,,82.0,-17.3844962748556,-66.1353062672603,
009ad009,bd6989d8-c98d-40cc-aa07-885216389d15,2024-11-15T22:45:15.723+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,BX2wAQZzAh0DZ+YABGhK,85,FALSE,TRUE,5,,,,,74.0,-17.37644968114509,-66.14582576924013,
019a6028,f07c694f-9ffd-44dd-97b3-c25cc420a0ff,2024-11-15T22:50:02.614+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX17AQZzHh0DZ+gABGhJ,85,FALSE,TRUE,5,,,,,73.0,-17.39376724156353,-66.15695114772511,
01f5c530,b9481991-2ec5-42f0-a413-11d26bb90931,2024-11-15T22:58:22.417+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2iAQZzMhwDZ8QABGhV,85,FALSE,TRUE,5,,,,,85.0,-17.3844962748556,-66.1353062672603,
009ad009,bba767ec-6b82-4386-93f3-f08b8a16435e,2024-11-15T23:00:17.534+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,BX26AQZzBh0DZ98ABGhM,85,FALSE,TRUE,5,,,,,76.0,-17.37644968114509,-66.14582576924013,
019a6028,b09d0cf1-9ebb-4764-bbd7-f8811705f80b,2024-11-15T23:05:04.433+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX1yAQZzIx0DZ+MABGhM,85,FALSE,TRUE,5,,,,,76.0,-17.39376724156353,-66.15695114772511,
01f5c530,65a8ae22-3338-4a4b-8351-27d6377f6127,2024-11-15T23:13:24.238+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2xAQZzOBwDZ70ABGhW,85,FALSE,TRUE,5,,,,,86.0,-17.3844962748556,-66.1353062672603,
009ad009,09cfd93c-d38f-4530-8620-b51d519aa197,2024-11-15T23:15:19.307+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,BX2sAQZzDR0DZ9sABGhO,85,FALSE,TRUE,5,,,,,78.0,-17.37644968114509,-66.14582576924013,
01f5c530,b45c1129-523c-4a1d-9328-aba0a8e17afa,2024-11-15T23:28:26.064+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2uAQZzPBwDZ74ABGhV,85,FALSE,TRUE,5,,,,,85.0,-17.3844962748556,-66.1353062672603,
009ad009,89092997-35eb-4810-a342-b495f8096123,2024-11-15T23:30:21.095+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,BX22AQZzDx0DZ9kABGhN,85,FALSE,TRUE,5,,,,,77.0,-17.37644968114509,-66.14582576924013,
019a6028,94759181-4808-428a-9a4e-f16df9c34e66,2024-11-15T23:35:08.028+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX2GAQZzKx0DZ9oABGhL,85,FALSE,TRUE,5,,,,,75.0,-17.39376724156353,-66.15695114772511,
01f5c530,b433d088-ce81-40fa-9ad7-e8cd2964d042,2024-11-15T23:43:27.855+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2xAQZzPRwDZ7sABGhV,85,FALSE,TRUE,5,,,,,85.0,-17.3844962748556,-66.1353062672603,
009ad009,e0d80e29-6b89-44da-bba5-b82dc7e1baad,2024-11-15T23:45:22.864+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,BX2qAQZzER0DZ9YABGhV,85,FALSE,TRUE,5,,,,,85.0,-17.37644968114509,-66.14582576924013,
019a6028,f64b324b-a0d6-44ab-99ab-37dc1dec0a98,2024-11-15T23:50:09.840+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX1xAQZzLR0DZ9YABGhM,85,FALSE,TRUE,5,,,,,76.0,-17.39376724156353,-66.15695114772511,
01f5c530,03ae6aed-0117-4230-9923-a72fb87d6782,2024-11-15T23:58:29.695+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX23AQZzQBwDZ7oABGhb,85,FALSE,TRUE,5,,,,,91.0,-17.3844962748556,-66.1353062672603,
019a6028,bceff66b-7563-47f3-88cd-7cb5ed46bf21,2024-11-16T00:05:11.627+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX1sAQZzMB0DZ9MABGhO,85,FALSE,TRUE,5,,,,,78.0,-17.39376724156353,-66.15695114772511,
01f5c530,b77f8845-756a-469a-83ba-b638f7ba721e,2024-11-16T00:13:31.523+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2sAQZzQhwDZ7gABGha,85,FALSE,TRUE,5,,,,,90.0,-17.3844962748556,-66.1353062672603,
019a6028,6b00e625-3114-4ee6-83c3-81b2b70c4c0d,2024-11-16T00:20:13.433+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX2EAQZzMR0DZ9AABGhQ,85,FALSE,TRUE,5,,,,,80.0,-17.39376724156353,-66.15695114772511,
01f5c530,72626354-7034-467c-9976-eafcf80c57f1,2024-11-16T00:28:33.312+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2wAQZzQxwDZ7cABGhb,85,FALSE,TRUE,5,,,,,91.0,-17.3844962748556,-66.1353062672603,
009ad009,17abbab3-5d2b-446a-aebb-7f2e591cc990,2024-11-16T00:30:28.279+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,BX2xAQZzFx0DZ9AABGhX,85,FALSE,TRUE,5,,,,,87.0,-17.37644968114509,-66.14582576924013,
01f5c530,59e66d76-38df-41fb-923b-4cf1107ffd39,2024-11-16T00:43:35.109+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX24AQZzRhwDZ7UABGhd,85,FALSE,TRUE,5,,,,,93.0,-17.3844962748556,-66.1353062672603,
0135f92a,649edf85-46b7-4a6e-8da9-0ae2eb88aa99,2024-11-16T00:43:37.843+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6968,24e124126d376968,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,/wv//wEB,85,FALSE,TRUE,2,,,,,,-17.405980857442945,-66.17001121710645,
0135f92a,36549507-0a10-4c51-b203-125bea96de59,2024-11-16T00:43:44.552+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6968,24e124126d376968,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,/xZhJtN2loFgAf8JAhD/CgEG,85,FALSE,TRUE,5,,,,,,-17.405980857442945,-66.17001121710645,
0135f92a,6953a0bd-a16e-48a8-b602-694c73b21189,2024-11-16T00:44:02.625+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6968,24e124126d376968,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,AXVfBX2uAQZzOR0DZ9IABGhR,85,FALSE,TRUE,5,,,,,81.0,-17.405980857442945,-66.17001121710645,
009ad009,4e8a5c18-1152-4421-aefe-077fa3463df9,2024-11-16T00:45:30.049+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,BX20AQZzGR0DZ88ABGhY,85,FALSE,TRUE,5,,,,,88.0,-17.37644968114509,-66.14582576924013,
019a6028,1e1ed457-2914-41af-9717-23f8049d79de,2024-11-16T00:50:17.058+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX16AQZzNR0DZ88ABGhS,85,FALSE,TRUE,5,,,,,82.0,-17.39376724156353,-66.15695114772511,
0135f92a,075bd056-4c09-4937-9d84-240486d757cd,2024-11-16T00:50:51.424+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6968,24e124126d376968,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,BX2xAQZzOh0DZ9EABGhS,85,FALSE,TRUE,5,,,,,82.0,-17.405980857442945,-66.17001121710645,
01f5c530,83e53709-c8ad-46de-a33a-bae6744a2dc3,2024-11-16T00:58:36.938+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX21AQZzRhwDZ7QABGhd,85,FALSE,TRUE,5,,,,,93.0,-17.3844962748556,-66.1353062672603,
009ad009,1f924ef3-4203-445d-9500-e50f45c85978,2024-11-16T01:00:31.864+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,BX3DAQZzGx0DZ80ABGhZ,85,FALSE,TRUE,5,,,,,89.0,-17.37644968114509,-66.14582576924013,
0135f92a,9d8358e6-92ff-49b8-8e43-2cf07faadb4e,2024-11-16T01:00:53.302+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6968,24e124126d376968,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,BX2uAQZzOh0DZ9EABGhR,85,FALSE,TRUE,5,,,,,81.0,-17.405980857442945,-66.17001121710645,
019a6028,5d2459f5-01b4-494d-819b-01f6ed17ebb7,2024-11-16T01:05:18.856+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX1+AQZzNh0DZ8wABGhT,85,FALSE,TRUE,5,,,,,83.0,-17.39376724156353,-66.15695114772511,
0135f92a,68d015ab-2884-444f-bd31-14b9549e8293,2024-11-16T01:10:55.144+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6968,24e124126d376968,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,BX29AQZzPB0DZ88ABGhT,85,FALSE,TRUE,5,,,,,83.0,-17.405980857442945,-66.17001121710645,
01f5c530,421b1a6d-5b99-4de1-99a4-32ec2f3433d2,2024-11-16T01:13:38.741+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX21AQZzSRwDZ7IABGhc,85,FALSE,TRUE,5,,,,,92.0,-17.3844962748556,-66.1353062672603,
009ad009,8175afb1-7b2d-423f-947a-d62236828032,2024-11-16T01:15:33.652+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6500,24e124126d376500,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,BX28AQZzHh0DZ8sABGhY,85,FALSE,TRUE,5,,,,,88.0,-17.37644968114509,-66.14582576924013,
019a6028,e07fd20c-eef2-45a7-b508-f37df46ee955,2024-11-16T01:20:20.687+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6962,24e124126d376962,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,BX2HAQZzOR0DZ8oABGhV,85,FALSE,TRUE,5,,,,,85.0,-17.39376724156353,-66.15695114772511,
0135f92a,77f521c0-96a5-4fba-bfd8-21bfd5a361bf,2024-11-16T01:20:57.032+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6968,24e124126d376968,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,BX2yAQZzPR0DZ88ABGhT,85,FALSE,TRUE,5,,,,,83.0,-17.405980857442945,-66.17001121710645,
01f5c530,35628d52-10a2-4811-a678-32e792b797e0,2024-11-16T01:28:40.567+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,EMS-6993,24e124126d376993,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,BX2zAQZzShwDZ7IABGhe,85,FALSE,TRUE,5,,,,,94.0,-17.3844962748556,-66.1353062672603,
